title_english,content_english,link
Problem 972. “Labyrinth of the Minotaur”,"Once upon a time, the Greek city of Athens paid tribute every year to the Cretan king Minos with the most beautiful young men and women. And Minos gave them to be devoured by a monster called the Minotaur. The Minotaur lived in the Labyrinth. Anyone who entered the Labyrinth could no longer find a way out and wandered inside for a long time until he found himself at the monster’s dinner. When the time came for Athens to pay tribute once again, the lot fell on the brave hero Theseus.  In Crete, the captives were met by King Minos and his retinue. His daughter Ariadne was also in the retinue. Ariadne liked Theseus so much that she secretly gave the young man a sword so that he could kill the Minotaur. But what should the hero do, even if he defeats the monster? No one has yet been able to find a way out of the Labyrinth.",https://www.trizland.ru/tasks/1454/
Problem 973. Shemyakin court ,"There lived two brothers, a rich one and a poor one. The poor man ran out of firewood, so he went into the forest, chopped as much as he needed, but had nothing to haul the firewood with. He had to go to his rich brother and ask for a horse. He gave him a horse, but he was greedy and did not give him a harness. The poor man came to the forest and did not know what to do. He had nothing to harness the horse to the sleigh with. He grieved and tied the sleigh by the horse's tail. The horse pulled, but the tail came off. The rich man found out about this and dragged his poor brother to court. He demanded that he be punished. But the judge was a kind man and felt sorry for the poor man. He thought about it. What should he do? How to punish the poor man so that justice was carried out and the defendant was not harmed?",https://www.trizland.ru/tasks/1453/
Problem 977. “Marzi - an honest thief”,"Once the king bet with the famous thief Marzi that he could steal the best horse from the royal stable. The king ordered to double the security, and not to take his eyes off the best stallion. Thirteen grooms began to guard the horse. Ten are sitting around, one is holding the tail, the other is holding the reins, and the third is sitting on horseback. How can you lead the horse here? It’s impossible not to take it by force, it’s impossible to take it secretly. Unless cunning will help.",https://www.trizland.ru/tasks/1449/
Problem 979. Curtain!,"Variety clowns Z. Malkov and A. Tryapitsyn conceived a new skit. They want to satirically show the events happening behind the scenes before the actors go on stage: the artists’ anxiety, imperfections in the scenery and props, conflicts between the actors, stage workers, and the director. To make it abundantly clear that the action is taking place BEFORE the performance begins, the curtain must be closed. But then the audience will not see the scene. A half-open curtain also does not give the desired effect. The clowns tried a transparent curtain, but it distorted the image. How to show a closed curtain?",https://www.trizland.ru/tasks/1835/
Problem 982. “Hunger strike”,The man bet that he would not drink or eat during the day and sleep at night. And so on for two weeks. What to do? An ordinary person cannot do this - he won’t be able to stretch his legs for long. How to win an argument?,https://www.trizland.ru/tasks/5145/
Problem 983. Our song is good...,"The Beatles, under a contract with a recording studio, had to release a small record - a single - with two songs. Usually such records contained one good song and one good song. The first side of the record was considered to be the one on which a good song was recorded. The number 1 was there. And the weaker song was located on side 2. But the Beatles wrote two great songs for this record. How to show that both songs are good?",https://www.trizland.ru/tasks/1834/
Problem 984. “Cat with a bell”,We lived in a mouse's house. And the owner of that house had a cat. The cat did not let the mice live. They all gathered in the basement and began to decide how to escape from the cat. That's the question! You can't kill a cat - the owner will find a new one. You can't live in a house with a cat either. What can mice come up with?,https://www.trizland.ru/tasks/1441/
Problem 986. “Bad luck”,"Giovannino found himself in a beautiful country. He walks and rejoices at how beautiful everything is around. Suddenly a local resident came towards him. “What kind of country is this?” - asked Giovannino. - This is Nestrana. A country where there are a lot of non-things. - How is that? — the traveler did not understand. And the local resident explained everything. It turns out that in a wonderful country, instead of sharpeners, schoolchildren carried with them non-sharpeners, which made entire pencils from pencil stubs. Instead of hangers, adults used non-hangers, from which clothes were simply removed when needed. There is no need to buy anything, because there is no money. Come and take what you want.  What other things do you think there are in this Non-Strana?",https://www.trizland.ru/tasks/1439/
Problem 987. Mac ,"Fuchs and Vrungel ended up in the Hawaiian Islands after a shipwreck.  It was hot, so they hung their clothes out to dry and fell asleep.  We woke up - there were no clothes! Only Vrungel still had his cap, which he never took off, and there was some money in it. They decided to fly from the islands by plane. The only problem is that there is not enough money. That's enough for one plane ticket and one suit. What should sailors do? You have to fly together, and no one will be allowed on board naked.",https://www.trizland.ru/tasks/1438/
Problem 990. Invulnerable Guest ,"One traveler got lost on the road and by nightfall ended up near a cave. Evil but cowardly giants lived in that cave. The traveler asked to spend the night, and they let him in. As soon as he lay down, the giants began to quietly, as it seemed to them, talk to each other. And they decided to kill the traveler at night with a blow from a club. The man heard all this and began to think how he could avoid death.",https://www.trizland.ru/tasks/1435/
Problem 995. “How can a jaguar get drunk?”,"In a dense southern forest lives a Jaguar. And in that forest there is only one lake. And in it live predatory fish piranhas. As soon as any animal bends down to drink water, the piranha immediately smells it - and grabs it by the nose. Painfully. But you also want to drink. How can a jaguar get drunk?",https://www.trizland.ru/tasks/1414/
Problem 996. “Yoly-paly”,"Grandmother the Hedgehog stole the animal’s tree on New Year’s Eve. She dragged it into her yard. Put. And next to her she tied a feisty dog ​​to guard her. The animal, thirsty for the holiday, gathered together and went to Yaga for the Christmas tree. Guessing about the dog, the animals took a piece of meat with them. But there's only one piece. The dog will swallow it instantly, and the animals will not have time to take the tree out of the yard. How to distract a dog for at least 3 minutes?",https://www.trizland.ru/tasks/1413/
Problem 997. “Fox and sour cream”,"One day, God sent a whole can of sour cream to the Little Fox, who lives on the bank of the stream. The Little Fox would eat it for three days and treat it to his friends who will come to visit him tomorrow. But here’s the problem: it’s summer, it’s hot. The sour cream will spoil. But there is no refrigerator. Maybe it can be saved in another way? Which one?",https://www.trizland.ru/tasks/1412/
Problem 998. The Third Exit of the Criminal Rabbit,"One day the Cat and the Rabbit agreed to take a walk together. They agreed that the Cat would come for the Rabbit and meet him at the exit. The rabbit lived in holes under the hill, from which the entire circle was clearly visible. Approaching, the Cat remembered that there were three exits from Ushasty’s house. I completely forgot at which hole to wait for my friend. The rabbit can come out at any moment, not find anyone and be offended! What should the cat do?",https://www.trizland.ru/tasks/1411/
Problem 1000. “How to do without blood?”,"To study how an animal organism is built from a fertilized egg, scientists usually use “living material”: mice and fruit flies. But this requires surgical intervention: the object under study is cut. It is clear that flies and mice reproduce well. How can we do without blood?",https://www.trizland.ru/tasks/1758/
Problem 1001. “Who has it better?”,"Euripides always treated his work with the greatest responsibility. He once admitted: “I can write no more than three lines of poetry in a whole day.” And even then with great tension. Having learned about this, one insignificant Athenian poet was simply amazed: “So great!” Yes, I can write a whole hundred magnificent lines in a day! What do you advise me to answer to Euripides?",https://www.trizland.ru/tasks/1765/
Problem 1002. Nonsense?,"At the premiere of one of his plays, Bernard Shaw went on stage during intermission and addressed the audience: “Well, how do you like the play?” The amazed audience did not immediately come up with an answer. And only one of them shouted: “Nonsense! The situation is complicated.” What should Bernard do?",https://www.trizland.ru/tasks/1761/
Problem 1003. “Public apology”,"The English playwright R. Sheridan, author of the famous “School of Scandal,” allowed himself to speak rather harshly about the activities of parliament in one of his plays. As punishment for this, he was forced to appear in parliament, kneel and make a public apology. Sheridan is forced to carry out this sentence. But he wanted to at least save face, and even better, “punish” parliament. What should he do?",https://www.trizland.ru/tasks/1762/
Problem 1004. Donizetti was offended,"The Italian composer Donizetti was famous for writing operas with incredible speed. Once, in his presence, a conversation arose that Rossini wrote “The Barber of Seville” in 13 days. — What is your opinion, maestro? - Donizetti was asked. — Isn’t this something exceptional? You understand how “offended” Donizetti was. And how did he answer?",https://www.trizland.ru/tasks/1763/
Problem 1005. “On one leg”,"Some foreigner, having arrived in Sparta, stood on one leg for a very long time. “I don’t think, Spartans,” he proudly looked around the crowd with tired eyes, “that any of you stood for so long on one leg! The Spartans are a proud people.” How to answer them?",https://www.trizland.ru/tasks/1764/
Problem 1006. “Young men inexperienced in gambling”,"Emperor Alexander I, upon ascending the throne, issued a decree “on the extermination of impermissible card games,” where, among other things, it was said that “a crowd of dishonest predators, having calmly considered the ruin of entire families, with one blow snatches the property of their ancestors from the hands of inexperienced young men, prepared for centuries of service and labor.” All those caught gambling were ordered to be taken into custody and sent to trial. The Emperor, having once met Levashev (one of these youths), said to him: “I heard that you play gambling?” I haven’t read the decree I gave against the players. How to answer Levashev? Yes, so as not to incur the royal wrath?",https://www.trizland.ru/tasks/1767/
Problem 1007. Balakirev and Peter I ,"Once Peter the Great was so angry with Balakirev that he drove him not only out of sight, but out of his fatherland and with instructions not to appear “on my land.” Balakirev obeyed, and he was not seen for a long time. After a long time, Peter, sitting by the window, suddenly sees that Balakirev and his wife are riding in their one-wheeled carriage past his very windows. The Emperor, remembering him, became angry for disobedience and, jumping out onto porch, shouted: “Who allowed you, scoundrel, to violate my decree and show up on my land again?” How should Balakirev do the “right” thing?",https://www.trizland.ru/tasks/1766/
Problem 1008. Boundary stone,"They say that once upon a time, Feyrouz, the son of Yazdegerd 1, was defeated by his neighbor and was captured. The ruler of the neighboring state decided to show nobility and release the defeated monarch. But he didn’t want to fight again! Yeah. Let's take a promise and oath - so that in the future he will not fight with us. After all, he is of royal blood and will not break his oath. This is what the winner did. Feyrouz was given the following condition for release: to give his word not to cross the border stone in order to attack the neighboring country. Naturally, the king gave his word, where can you go? Time has passed. Feyrouz restored and increased his military power. And he began to think... About what? Yes, about the same thing - about a military victory over a neighbor. But here he is, bound by an oath! Whether he himself or his advisors helped, he came up with a smart idea and, in the end, conquered the neighboring country. But what did Feyrouz come up with?",https://www.trizland.ru/tasks/1768/
Problem 1009. Laser pointer,"Many applications have already been found for the thin, powerful laser beam. Here's one of them. We've probably all seen the little red dot of a laser pointer. But the problem is that this toy is far from safe. If the output power of its beam exceeds 1 mW, then it can seriously damage the retina of the eye - and most pointers sold have three times this power. The market demands improved product safety. How do you see the new generation laser pointer?",https://www.trizland.ru/tasks/1769/
Problem 1010. “Advice for the Court”,"Underground lawyer. One of Fazil Iskander’s heroes says: “...In this regard, I remember one funny old man who sat with me in Moscow in the Krasnopresnenskaya transit prison. He was an uncertified lawyer and was imprisoned for his underground legal activity. ...There was one guy in our cell who was facing a year in prison for hooliganism. Then there was such a decree. At the market he quarreled with some merchant and called her a prostitute. The police turned up and took him away. The guy was crazy with grief because he was about to get married. An underground lawyer agreed to help him. “...” He gave him one of his cunning pieces of advice that he had been using all his life. He advised him at the trial...” So, what advice was given to the guy?",https://www.trizland.ru/tasks/1770/
Problem 1011. “The list of rework goes on and on”,"Walt Disney, achieving high quality films, polished his work many times. Competitors spent 12 (!) times less money on creating films of similar volume. Naturally, Disney was forced, as they say, to put everything on each film. Here's what happened during the filming of Snow White and the Seven Dwarfs: “Disney and its studio owed money to everyone around them. Every now and then panic began: the money had been spent again and it seemed that the film would never be finished. Roy the studio's brother and business executive and Walt approached the bankers. They hesitated: isn’t it strange to provide hundreds of thousands for the production of some “cartoon”?…” It’s worth explaining here. Firstly",https://www.trizland.ru/tasks/1771/
Problem 1012. “Service”,"Prince P.A. Zubov, who provided important services to Emperor Alexander during his accession, asked the sovereign to fulfill one request, without explaining what it was. The Emperor gave his word. Then Zubov presented to him for signature a pre-prepared pardon and definitive decree for Major General Arsenyev, who was convicted of hiding from his regiment during the battle. The emperor winced, but signed: “Receive service.” What should the king do? He kept his promise to save his honor. But how now to save the honor of the army?",https://www.trizland.ru/tasks/1772/
Problem 1013. “Divine Grove”,"The gods of the Babylonian kings lived in sacred groves. The king himself, as a living deity, also had to have such a grove in which he could wander, as befits the celestials. Planting such a grove is not difficult - the land around Babylon is surprisingly fertile. But the trouble is - the king is supposed to live in a high palace - his divine foot should not touch the sinful earth, he did not have the right to go down to the ground for walks. It is also forbidden to carry him on a stretcher through the grove - mortals, like porters, are not allowed into the sacred grove. What should the unfortunate godlike king do?",https://www.trizland.ru/tasks/1833/
Problem 1014. “Thoughts are horses”,In Isaac Asimov's story Caves of Steel there is an episode where a man named Bailey and a robot named Daniel go together to investigate a crime. In the described society,https://www.trizland.ru/tasks/1832/
Problem 1015. “Citroen hit everyone…”,"The French automobile king Henri Citroen already used advertising on a huge scale at the beginning of the century. Newspapers, billboards, agents, a glowing inscription on the Eiffel Tower... But then the moment came when newspapers practically stopped writing about Citroen. Many celebrities came to France; journalists had no time for Citroen. Buying up journalists is very expensive, but the advertising campaign should not stop... What to do?",https://www.trizland.ru/tasks/1831/
Problem 1016. Pitiful Majesty,"Director F. Deitch (Riga Youth Theater) staged D. Solomon's play “Diogenes the Dog”. In the finale, it was necessary to show Diogenes’ opponent, Aristodemus, as a significant politician, a major statesman. Therefore, on stage, Aristodemus sits in a throne-like chair. But at the same time it is necessary to show that the viewer is facing an old, completely sick person. How to do this without losing the significance of Aristodemus?",https://www.trizland.ru/tasks/1830/
Problem 1017. Mad Ajax,"The ancient Greeks had a legend about Ajax. The hero, equal in valor to his friend Achilles, after his death wanted to receive Achilles' armor. However, the armor was awarded to Odysseus by the Achaeans. The offended Ajax decides to kill the Achaean leaders at night. Saving the Achaeans, Athena sends madness to Ajax. And instead of his opponents, he kills a herd of cattle. The ancient Greek artist Timomachus decided to paint a picture about the rage of Ajax. But the ancient canons forbade artists to depict strong feelings - it was believed that this would disfigure the picture (in Thebes there was even a death penalty for this). How to depict Ajax's madness?",https://www.trizland.ru/tasks/1829/
Problem 1018. “Bare walls”,"In medieval Chinese temples it was not allowed to paint walls, install sculptures, or introduce any decorations at all. The walls, floor, and ceiling of the temple had to be clean and bare. But people come to the temple to renounce their worries and find peace of mind. According to Eastern concepts, this can be done by contemplating beauty. Bare walls, devoid of any decorations, hardly contribute to this. But you can't break the rule. How can we ensure that temple visitors can still contemplate the beauty?",https://www.trizland.ru/tasks/1828/
Problem 1019. “And in ancient Rome they stole…”,"When in the evening after the feast everyone went to their rooms, the owner of the house turned off the lamps in the common room so that the oil would not be wasted. But the slaves stole the remaining oil! Go and remember how much oil is left in each lamp... And you can’t drain the oil - in a decent house, lamps should always be in a state of readiness. What should the owner of the house do?",https://www.trizland.ru/tasks/1827/
Problem 1020. “Nowhere louder”,"Ruslan drives up to the Head and wakes her up. The enraged Head opens its mouth and... Pushkin’s next words are: “But then a noisy voice was heard.” In the opera “Ruslan and Lyudmila,” “noisy voice” means that the Head’s part should sound much louder than Ruslan’s part. But in a duet, Ruslan also cannot sing quietly - he is angry at an unexpected obstacle, and his part must sound as loud as possible. How to show the “noisy voice” of the Head’s party?",https://www.trizland.ru/tasks/1826/
Problem 1021. “Speak silently”,"In Bernard Shaw's play Pygmalion, the entire action is based on the fact that linguistics professor Higgins teaches the commoner Eliza to speak like an aristocrat. Both the plot and figurative elements of the play are connected with this. Imagine that you want to stage a ballet based on the play Pygmalion. But in ballet you can’t talk! What to base the plot on?",https://www.trizland.ru/tasks/1825/
Problem 1022. “Who wants a piece of the night?”,"Ancient Greek performances took place only during the day and only in an open theater. There were no decorations. If the performance also took place during the day, then there were no problems. How to show that the action takes place at night?",https://www.trizland.ru/tasks/1824/
Problem 1023. “To each his own”,"In the play “Choice” the main character is a talented artist, in whose paintings everyone sees something different. These pictures should be on stage. But no matter how you draw the pictures, there will be a specific image on them. How can we make sure that the audience of the performance also sees their own thing in the paintings?",https://www.trizland.ru/tasks/1823/
Problem 1024. Arrest by the Gestapo ,"During the Third Reich, Gestapo officers often had to arrest their own party comrades on orders from their superiors. Knowing this",https://www.trizland.ru/tasks/5467/
Problem 1025. Treatment of the Emperor ,"In Korea in ancient times, there was a sacred rule: no one had the right to touch the emperor - not even a doctor! But one day one of the emperors developed a painful abscess on his lip. After examining the abscess, the doctor found a way to blow up the abscess without touching the emperor. How did he do this?",https://www.trizland.ru/tasks/5468/
Problem 1026. “The UK Ministry of Health warns...”,"The Gran Turismo car racing championship was held in various European countries in 1997. The sponsor of the team, for which the famous racing driver Jean-Marc Gounon competed, was the Davidoff company, a global manufacturer of luxury cigars. The word Davidoff was written on the side of Gounon's car. But during the English tour of the championship",https://www.trizland.ru/tasks/5469/
Problem 1027. “Zvorykin electron tube”,"While working on the creation of the first television, Vladimir Kozmich Zvorykin had a problem. It was necessary to find an inexpensive and original solution to the design of the transmitting tube for the television camera. On a small mica plate it was necessary to carefully place more than 40 thousand small droplets of silver, each of which, after special processing, became a photocell. The incident light was then converted into an electrical signal that could be transmitted over long distances. Zvorykin found an inexpensive and original solution. Which?",https://www.trizland.ru/tasks/5470/
Problem 1028. “How to go outside at night?”,In the novel Justice,https://www.trizland.ru/tasks/5471/
Problem 1029. Flight of a Fly,How to count how many times a fly flaps its wings during flight?,https://www.trizland.ru/tasks/5473/
Problem 1031. “About life in the Gulag”,"During the Gulag, the son of one of the prisoners asked his father in a letter about his life in prison. Naturally, my father could not write directly about the slave conditions of his existence: all the letters were read. However, he still managed to talk very figuratively, succinctly and truthfully about his life. What did the father write to his son?",https://www.trizland.ru/tasks/5475/
Problem 1032. Speed ​​of sailing ships ,Sailors in ancient times did not have instruments that could determine the speed of sailing ships. And yet they managed to do this with the help of simple improvised means - logs and rope. How was the speed of sailboats determined?,https://www.trizland.ru/tasks/5476/
Problem 1033. Cat and Mouse,Lewis Carroll's problem: A cat eats a mouse in 1 minute. How long will it take a cat to eat 6,https://www.trizland.ru/tasks/5477/
Problem 1034. “Cabbage without rot”,"Alternaria blight, or black rot, is a common contagious disease of cabbage, asparagus, and other plants that are grown over large areas for food consumption. But black rot sometimes kills entire plantations. It is quite problematic to completely protect the crop without the use of pesticides. It is much easier and more environmentally friendly to promptly remove infected leaves so that viral bacteria do not spread further. But how to distinguish infected plants from uninfected ones?",https://www.trizland.ru/tasks/5478/
Problem 1037. The Duelist Louis Pasteur ,"One day, Louis Pasteur was researching a culture of smallpox bacteria in his laboratory. Suddenly, a stranger came to him and introduced himself as a second to a nobleman who thought the scientist had insulted him. The nobleman demanded satisfaction. Pasteur listened to the messenger and said: Since I am being challenged to a duel",https://www.trizland.ru/tasks/5482/
Problem 1038. “Cheap delivery of bricks”,"In 1916, a young American businessman, William Coltharp, decided to build a bank building in Vernal, Utah. He wanted it to be a reliable, beautiful building made of relief brick. The nearest manufacturer of such bricks was in Salt Lake City, 170 miles away. Coltharp calculated that the cost of delivering the building material along a difficult route, which ran through rugged and mountainous terrain, was 4 times higher than the cost of the bricks. And then the enterprising businessman came up with an idea that allowed him to reduce the cost of delivering the bricks to 7 cents per piece. What did Coltharp come up with?",https://www.trizland.ru/tasks/5483/
Problem 1040. “About real Soviet warrant officers”,"Literally on the eve of the withdrawal of Soviet troops from Afghanistan, a group of enterprising warrant officers from the 40th Army decided to “punish” the traders of local dukan shops who bought everything from the military at a low price. The warrant officers decided to sell them a large batch of plastic caps from unguided rockets from aviation ammunition. The military themselves used these caps only as glasses during feasts - these items were not suitable for anything else in the conditions of Afghanistan. The dukan workers didn’t even know about it. Military swindlers managed to sell a whole KamAZ truck of plastic caps, so much so that the Afghans then tried to demand their money through the Soviet embassy. How did the warrant officers manage to convince cunning merchants to buy things they absolutely did not need?",https://www.trizland.ru/tasks/5485/
Problem 1041. Hot spot under a skyscraper,"In September 2013, the English press reported a rather remarkable phenomenon. In London's banking district, the glass-enclosed 37-story Walkie-Talkie skyscraper, which has a slightly concave shape, concentrates the sun's rays so that they are concentrated in one place on the opposite side of the street and strongly heat a small area of ​​​​the space. The sun's rays even melted the plastic body of an expensive car parked there. However, based on the London weather, this phenomenon occurs only a few weeks a year. How can we effectively turn this unexpected “harmful effect” into a benefit?",https://www.trizland.ru/tasks/5486/
Problem 1042. “Cunning Chinese poachers”,"Chinese poachers fish in the Russian coastal zone on small flat-bottomed iron boats called junks. And although the ships have powerful engines, light duralumin coast guard boats can easily catch up with poachers at sea. But the cunning Chinese, with the help of simple devices, figured out how to get rid of the chase. How do they do it?",https://www.trizland.ru/tasks/5487/
Problem 1044. Typhoid as a cure for death ,"During World War II, two Polish doctors worked in Nazi-occupied territory in a laboratory in the Jewish ghetto area. Doctors secretly discovered that if healthy people were given certain dead bacteria, they would test positive for typhus. The doctors decided to take advantage of this to save as many people as possible from hard labor in concentration camps. But if you inject the virus into the Jews in the ghetto, the Nazis will simply shoot them. Using cunning, Polish doctors managed to save more than 8,000 people. How did they do it?",https://www.trizland.ru/tasks/5489/
Problem 1045. Invisible ink from MI6,"Sir George Mansfield Smith-Cumming, the first director of British intelligence MI6, discovered a new type of sympathetic - invisible - ink that is always at hand, anywhere. In the first half of the 20th century, British intelligence officers often used them. What kind of ink is this?",https://www.trizland.ru/tasks/5491/
Problem 1046. “Strategically important bridge”,"In 1938, during the Third Reich in Germany, a large bridge was built across the Pregoli River on the Berlin-Königsberg (now Kaliningrad) autobahn near the village of Palmburg. For Germany preparing for war, it was an important strategic facility in the eastern direction. Therefore, the designers were given the task of providing the opportunity not only to connect the banks of the river, but also to easily separate them if necessary. How did the designers manage to do this?",https://www.trizland.ru/tasks/5492/
Problem 1047. “Accident on a submarine”,"In mid-1920, the new American 70-meter submarine S-5, commanded by Charles Cook, was conducting sea trials in the Atlantic Ocean. During an emergency dive, due to an oversight, the foreman did not close the valve of the ventilation line. Streams of water poured through it into the boat. Some of the compartments were completely flooded. The boat sank to the bottom, to a depth of 60 meters. There were no escape hatches on submarines of that time. The only way to save the crew is to send a signal buoy to the surface of the water. But the boat was underwater in a non-navigable part of the Atlantic, so the buoy might not have been noticed. Radio signals did not pass through the water column. And yet the captain managed to notify about the accident and save the crew. What did Charles Cook do?",https://www.trizland.ru/tasks/5493/
Problem 1048. “How many teams are there on the field?”,"One day, American designer Milton Glaser came to a football match with his little son. Looking at the field, the father jokingly asked his son: How many teams are there on the field? In response",https://www.trizland.ru/tasks/5494/
Problem 1049. “Problem for schizophrenics”,"Given: scales with bowls, a pencil, a sharpener, a candle, a set of metal weights, wooden cubes, a closed and empty flask, a nail, matches, four identical coins and a houseplant in a pot whose weight exceeds the total weight of the other items. How to balance the scales so that in a maximum of several hours and at least in a few minutes the balance of the scales would be upset without external force?",https://www.trizland.ru/tasks/5495/
Problem 1050. “Do we divide fraternally or equally?”,"In 1945, at the Potsdam Conference of the three powers of the anti-Hitler coalition, the Soviet delegation raised the issue of annexing the territory of Western Ukraine to the USSR. The Polish delegation vigorously protested against this. At the same time, the Poles referred to history: Lviv never belonged to Russia. How did Stalin respond to such a “historical” argument from the Poles?",https://www.trizland.ru/tasks/5496/
Problem 1051. “During the Chinese Civil War”,"In October 1948, during the Chinese Civil War between the Communist rebel forces led by Mao Zedong and the Kuomintang government forces led by General Fu Zuoyi, the Communists captured the city of Shijiazhuang. After capturing it, they moved on, and General Fu Zuoyi decided to retake the city. The Communist command had anticipated this turn of events. To prevent this, the Communists resorted to trickery. As a result, General Fu Zuoyi abandoned the offensive. What did the Communists do?",https://www.trizland.ru/tasks/5497/
Problem 1052. Only for stagecoach passengers,"In the 19th century in Prussia, stagecoaches traveled from city to city. They also carried passengers. Country roads were often washed out by rain and also passed through mountainous terrain. Horses could not always pull a heavy cart to the top of a hill. I had to push. But among the passengers there were aristocrats, people of “blue blood”. Pushing the stagecoach up the hill was not their job. How did stagecoach owners solve this problem?",https://www.trizland.ru/tasks/5498/
Problem 1053. “The Moneylender and the Merchant”,"Tale. One merchant owed a moneylender a large sum of money and could not pay it back on time. The moneylender, knowing that the merchant had a beautiful daughter, offered to take her as his wife to pay off the debt. “But first you should find out what heaven thinks about this,” said the cunning moneylender. – I have two stones in my bag, black and white. If you pull out a white one, your debt is forgiven. If you pull out the black one, you’ll give me your daughter.” What should a merchant do to avoid giving his daughter to a moneylender?",https://www.trizland.ru/tasks/5499/
Problem 1054. Fujiyama is changing its former appearance!,"In the early 1990s, the Japanese herbs and spices company S&B faced a sharp drop in sales of its products and launched a press advertising campaign under the slogan “Fujiyama is changing its former appearance!” The advertisement said that the company was going to hire several helicopters and use them to cover the snow-white peak of Mount Fuji with curry powder produced by the company. But Fuji is one of the symbols of Japan, so the action caused a storm of indignation among patriotic Japanese. What should S&B do to both “save face” and achieve increased sales?",https://www.trizland.ru/tasks/5500/
Problem 1055. Shakespeare in Israel ,"In the late 1990s, a theater in Jerusalem decided to stage Shakespeare’s classic play “Romeo and Juliet,” in which the action involves a confrontation between two family clans – the Montagues and the Capulets. To attract the attention of the public, the directors of the play widely publicized the unusual move they used in selecting the cast of performers. As a result, the production was even filmed by several foreign television companies. What did the directors come up with to promote the performance?",https://www.trizland.ru/tasks/5501/
Problem 1056. Flower of the Fragrant Prairie ,"For the sake of commercial success, American flower growers like to name new varieties of roses after famous personalities. But in the USA there is a law that prohibits assigning a celebrity’s first and last name to a flower without her consent. If you formalize the deal in the form of a contract, you will have to pay the celebrity. However, entrepreneurs have found a way to achieve the desired result without breaking the law. How do they do it?",https://www.trizland.ru/tasks/5502/
Problem 1057. “Beat the drum!”,"At the beginning of the 13th century. In northern China, the army of the Southern Song dynasty under the command of Bi Zaiyu met with the troops of the Jurchen state. The enemy was outnumbered, and Bi Zaiyu decided to retreat. To prevent the Jurchens from noticing this, the military commander ordered the camp to be abandoned, over which flags were flying and drums were constantly beating. When the Jurchens entered the camp a day later, not a single person was there, and the drumming continued to sound. How did Bi Zaiyu manage to arrange this?",https://www.trizland.ru/tasks/5503/
Problem 1058. “Ink is flowing”,"Immediately after the invention of the ballpoint pen, many appreciated its practicality and low cost compared to fountain pens. However, one drawback soon became apparent: the tiny stainless steel ball at the end of the rod wore out over time, and the paste began to leak out and smear on the paper. How to get rid of this shortcoming?",https://www.trizland.ru/tasks/5504/
Problem 1060. “Churchill is eager for war”,"During the Second World War in 1944, British Prime Minister Winston Churchill, in order to strengthen his political career, really wanted to personally observe from the ship Operation Neptune, the landing of American-British troops on the coast of Normandy. General Eisenhower, who commanded the operation, was categorically against it, fearing for the life of a high-ranking leader. Then the enraged Churchill threatened to appoint himself to command one of the landing ships. A conflict was brewing. But the then King of Great Britain, George VI, managed to resolve it diplomatically. How was the king able to convince his prime minister to abandon the dangerous adventure?",https://www.trizland.ru/tasks/5506/
Problem 1061. “What is the name of the violinist?”,"In 1956, the famous American violinist Isaac Stern came to the USSR on tour. After the first concert, the musician spoke with journalists, and one of them asked a slightly tactless question: what is the correct spelling of his last name, Isaac Stern or Isaac Stern? What did the witty violinist, who knew the Russian language well enough, answer?",https://www.trizland.ru/tasks/5507/
Problem 1062. “Lustful donkeys”,"In the 1930s, in one of the cities of one of the eastern republics of the USSR, the court considered a rather unusual case “on the claim of a potter at a regional market against the owners of a donkey and a donkey who broke more than a hundred pots in a row of pots during a sudden sexual relationship.” The court issued the following verdict: “To collect from the owner of the donkey two-thirds of the cost of the broken pots, and from the owner of the donkey one-third.” What is this court decision based on?",https://www.trizland.ru/tasks/5508/
Problem 1064. “The Legend of Cannibals”,"The Indians of North America have a legend about how one tribe was attacked from time to time by members of a large nomadic family of cannibal monsters. In the end, the Indians caught the cannibals, burned them, and scattered the ashes to the wind. But even after death, the monsters did not leave people alone. How do they still do this today?",https://www.trizland.ru/tasks/5510/
Problem 1065. “The Graves of the Viking Outlaws”,The ancient Vikings considered both land and sea to be full-fledged places of their life. It was also believed that executed criminals desecrated both land and sea with their graves. Where did the ancient Vikings bury their criminals?,https://www.trizland.ru/tasks/5511/
Problem 1066. “Older student”,"In the late 1990s, a student who was already over 70 years old entered Tel Aviv University. After he studied for several years, the university decided to provide him with financial assistance and pay him a scholarship. According to the internal regulations of the university, this could only be done in strictly specified cases. What was the main justification for paying a scholarship to a 75-year-old student?",https://www.trizland.ru/tasks/5512/
Problem 1067. First things first - airplanes!,"The skin of the first all-metal aircraft TB-1 and TB-3, created in the late 1920s at the Tupolev Design Bureau, was made of corrugated duralumin. To increase the speed of aircraft, they were equipped with more powerful engines. This brought with it a new problem: the airframe had to be made more streamlined. It was not possible to immediately replace the aircraft's skin. In order not to interrupt the testing of new aircraft modifications, the design bureau found a temporary palliative solution. How did designers make corrugated aluminum more streamlined?",https://www.trizland.ru/tasks/5513/
Problem 1069. “Ancient Roman alcohol test”,"In ancient Rome, a man was considered the head of the house. He “quite officially” could kick his wife out of the house if she cheated on him, made copies of keys to storage rooms, poisoned her children, or drank still-fermented wine. How did men belonging to the same house determine whether the woman living in their house drank wine or not?",https://www.trizland.ru/tasks/5515/
